Date,Station,Precip
4/29/2016,6,7.38
4/29/2016,7,3.13
4/29/2016,8,8.72
4/30/2016,0,8.52
4/30/2016,1,7.03
4/30/2016,2,1.52
4/30/2016,3,2.3
4/30/2016,4,1.59
4/30/2016,5,5.44
4/30/2016,6,5.75
4/30/2016,7,8.99
4/30/2016,8,7.51
5/1/2016,0,6.4
5/1/2016,1,6.52
5/1/2016,2,9.9
5/1/2016,3,8.82
5/1/2016,4,6.17
5/1/2016,5,4.52
5/1/2016,6,6.7
5/1/2016,7,4.57
5/1/2016,8,4.28
5/2/2016,0,6.13
5/2/2016,1,9.87
5/2/2016,2,8.88
5/2/2016,3,2.94
5/2/2016,4,8.41
5/2/2016,5,9.32
5/2/2016,6,6.37
5/2/2016,7,9.88
5/2/2016,8,8.18
5/3/2016,0,0.66
5/3/2016,1,2.57
5/3/2016,2,7.45
5/3/2016,3,3.01
5/3/2016,4,6.75
5/3/2016,5,9.95
5/3/2016,6,7.99
5/3/2016,7,6.93
5/3/2016,8,4.92
5/4/2016,0,9.76
5/4/2016,1,1.8
5/4/2016,2,0.01
5/4/2016,3,4.38
5/4/2016,4,5.77
5/4/2016,5,9.63
5/4/2016,6,8.79
5/4/2016,7,7.55
5/4/2016,8,8.23
5/5/2016,0,5.62
5/5/2016,1,4.25
5/5/2016,2,1.17
5/5/2016,3,5.77
5/5/2016,4,0.51
5/5/2016,5,4.84
5/5/2016,6,0.41
5/5/2016,7,8.24
5/5/2016,8,7.16
5/6/2016,0,4.89
5/6/2016,1,9.35
5/6/2016,2,5.84
5/6/2016,3,2.36
5/6/2016,4,2.83
5/6/2016,5,6.86
5/6/2016,6,8.51
5/6/2016,7,9.23
5/6/2016,8,9.47
5/7/2016,0,5.08
5/7/2016,1,4.89
5/7/2016,2,4.52
5/7/2016,3,3.78
5/7/2016,4,1.48
5/7/2016,5,2.01
5/7/2016,6,3.81
5/7/2016,7,2.58
5/7/2016,8,1.82
5/8/2016,0,5.11
5/8/2016,1,5.5
5/8/2016,2,1.05
5/8/2016,3,3.14
5/8/2016,4,2.39
5/8/2016,5,1.3
5/8/2016,6,2.79
5/8/2016,7,0.63
5/8/2016,8,0.36
5/9/2016,0,7.14
5/9/2016,1,1.87
5/9/2016,2,1.74
5/9/2016,3,4.3
5/9/2016,4,3.2
5/9/2016,5,4.47
5/9/2016,6,4.2
5/9/2016,7,2.38
5/9/2016,8,6.07
5/10/2016,0,4.16
5/10/2016,1,1.84
5/10/2016,2,3.52
5/10/2016,3,9.2
5/10/2016,4,3.46
5/10/2016,5,3.87
5/10/2016,6,6.89
5/10/2016,7,9.86
5/10/2016,8,3.83
5/11/2016,0,8.48
5/11/2016,1,5.08
5/11/2016,2,2.45
5/11/2016,3,7.85
5/11/2016,4,1.34
5/11/2016,5,4.05
5/11/2016,6,7.92
5/11/2016,7,0.13
5/11/2016,8,3.36
5/12/2016,0,0.37
5/12/2016,1,9.06
5/12/2016,2,8.03
5/12/2016,3,9.39
5/12/2016,4,0.41
5/12/2016,5,9.26
5/12/2016,6,9.46
5/12/2016,7,1.81
5/12/2016,8,6.4
5/13/2016,0,0.47
5/13/2016,1,2.36
5/13/2016,2,8.35
5/13/2016,3,2
5/13/2016,4,2.25
5/13/2016,5,0.11
5/13/2016,6,3.58
5/13/2016,7,3.12
5/13/2016,8,9.84
5/14/2016,0,7.33
5/14/2016,1,7.55
5/14/2016,2,0.49
5/14/2016,3,3.59
5/14/2016,4,3.3
5/14/2016,5,2.86
5/14/2016,6,7.09
5/14/2016,7,6.14
5/14/2016,8,3.84
5/15/2016,0,3.58
5/15/2016,1,7.02
5/15/2016,2,6.46
5/15/2016,3,8.07
5/15/2016,4,5.81
5/15/2016,5,2.33
5/15/2016,6,1.9
5/15/2016,7,3.35
5/15/2016,8,9.5
5/16/2016,0,0.91
5/16/2016,1,0.18
5/16/2016,2,0.38
5/16/2016,3,5.74
5/16/2016,4,1.66
5/16/2016,5,3.55
5/16/2016,6,0.5
5/16/2016,7,1.87
5/16/2016,8,2.62
5/17/2016,0,6.33
5/17/2016,1,8.95
5/17/2016,2,9.23
5/17/2016,3,4.36
5/17/2016,4,5.14
5/17/2016,5,1.04
5/17/2016,6,4.82
5/17/2016,7,3.16
5/17/2016,8,8.61
5/18/2016,0,3.13
5/18/2016,1,8.6
5/18/2016,2,8.47
5/18/2016,3,9.34
5/18/2016,4,6.54
5/18/2016,5,2.88
5/18/2016,6,4.49
5/18/2016,7,6.49
5/18/2016,8,0.51
5/19/2016,0,8.7
5/19/2016,1,8.56
5/19/2016,2,1.74
5/19/2016,3,9.93
5/19/2016,4,6.91
5/19/2016,5,7.95
5/19/2016,6,4.77
5/19/2016,7,4.39
5/19/2016,8,8.58
5/20/2016,0,2.2
5/20/2016,1,7.05
5/20/2016,2,8.09
5/20/2016,3,9.76
5/20/2016,4,0.36
5/20/2016,5,4.27
5/20/2016,6,3.85
5/20/2016,7,1.07
5/20/2016,8,1.19
5/21/2016,0,8.46
5/21/2016,1,0.72
5/21/2016,2,1.07
5/21/2016,3,9.76
5/21/2016,4,0.68
5/21/2016,5,1.62
5/21/2016,6,5.69
5/21/2016,7,5.5
5/21/2016,8,3.62
5/22/2016,0,6.62
5/22/2016,1,2.87
5/22/2016,2,5.45
5/22/2016,3,1.79
5/22/2016,4,7.46
5/22/2016,5,2.96
5/22/2016,6,1.14
5/22/2016,7,3.52
5/22/2016,8,1.66
5/23/2016,0,0.24
5/23/2016,1,9.37
5/23/2016,2,5.17
5/23/2016,3,7.17
5/23/2016,4,0.65
5/23/2016,5,4.95
5/23/2016,6,2.88
5/23/2016,7,4.6
5/23/2016,8,3.81
5/24/2016,0,8.36
5/24/2016,1,1.45
5/24/2016,2,0.01
5/24/2016,3,4.89
5/24/2016,4,2.35
5/24/2016,5,3.03
5/24/2016,6,9.88
5/24/2016,7,3.43
5/24/2016,8,9.41
5/25/2016,0,0.38
5/25/2016,1,9.7
5/25/2016,2,1.7
5/25/2016,3,6.26
5/25/2016,4,1.18
5/25/2016,5,8.71
5/25/2016,6,4.57
5/25/2016,7,2.5
5/25/2016,8,9.69
5/26/2016,0,6.67
5/26/2016,1,6.95
5/26/2016,2,8.04
5/26/2016,3,1.97
5/26/2016,4,2.56
5/26/2016,5,1.95
5/26/2016,6,7.94
5/26/2016,7,9.05
5/26/2016,8,1.77
5/27/2016,0,5.28
5/27/2016,1,3.77
5/27/2016,2,0.06
5/27/2016,3,5.29
5/27/2016,4,6.93
5/27/2016,5,8.05
5/27/2016,6,4.06
5/27/2016,7,4.17
5/27/2016,8,0.89
5/28/2016,0,1.69
5/28/2016,1,4.84
5/28/2016,2,3.03
5/28/2016,3,8.16
5/28/2016,4,4.97
5/28/2016,5,7.65
5/28/2016,6,8.55
5/28/2016,7,5.79
5/28/2016,8,9.14
5/29/2016,0,0.96
5/29/2016,1,3.22
5/29/2016,2,6.99
5/29/2016,3,9.38
5/29/2016,4,8.69
5/29/2016,5,9.42
5/29/2016,6,3.59
5/29/2016,7,9.74
5/29/2016,8,0.73
5/30/2016,0,6.67
5/30/2016,1,2.1
5/30/2016,2,7.07
5/30/2016,3,0.35
5/30/2016,4,2.62
5/30/2016,5,9.12
5/30/2016,6,4.31
5/30/2016,7,7.07
5/30/2016,8,9.22
5/31/2016,0,9.99
5/31/2016,1,3
5/31/2016,2,2.95
5/31/2016,3,6.77
5/31/2016,4,7.1
5/31/2016,5,1.08
5/31/2016,6,8.12
5/31/2016,7,1.81
5/31/2016,8,0.66
6/1/2016,0,4.91
6/1/2016,1,8.77
6/1/2016,2,9.92
6/1/2016,3,5.28
6/1/2016,4,3.79
6/1/2016,5,7.18
6/1/2016,6,0.51
6/1/2016,7,0.21
6/1/2016,8,1.02
6/2/2016,0,8.59
6/2/2016,1,8.91
6/2/2016,2,0.01
6/2/2016,3,8.3
6/2/2016,4,4.09
6/2/2016,5,0.4
6/2/2016,6,4.57
6/2/2016,7,8.91
6/2/2016,8,2.56
6/3/2016,0,1.89
6/3/2016,1,4.88
6/3/2016,2,1.13
6/3/2016,3,6.65
6/3/2016,4,9.79
6/3/2016,5,1.19
6/3/2016,6,5.15
6/3/2016,7,0.03
6/3/2016,8,6.45
6/4/2016,0,5.31
6/4/2016,1,5.7
6/4/2016,2,3.26
6/4/2016,3,3.65
6/4/2016,4,7.96
6/4/2016,5,7.77
6/4/2016,6,5.85
6/4/2016,7,8.7
6/4/2016,8,4.63
6/5/2016,0,4.66
6/5/2016,1,0.42
6/5/2016,2,7.74
6/5/2016,3,1
6/5/2016,4,6.11
6/5/2016,5,3.11
6/5/2016,6,1.03
6/5/2016,7,9.72
6/5/2016,8,9.03
6/6/2016,0,1.16
6/6/2016,1,7.47
6/6/2016,2,5.74
6/6/2016,3,5.11
6/6/2016,4,4.45
6/6/2016,5,8.56
6/6/2016,6,6.68
6/6/2016,7,7.53
6/6/2016,8,3.11
6/7/2016,0,7.74
6/7/2016,1,7.88
6/7/2016,2,3.67
6/7/2016,3,7.11
6/7/2016,4,7.19
6/7/2016,5,9.43
6/7/2016,6,1.99
6/7/2016,7,7.26
6/7/2016,8,2.89
6/8/2016,0,3.62
6/8/2016,1,9.07
6/8/2016,2,8.89
6/8/2016,3,8.26
6/8/2016,4,7.02
6/8/2016,5,6.95
6/8/2016,6,1.17
6/8/2016,7,8.11
6/8/2016,8,0.9
6/9/2016,0,2.11
6/9/2016,1,5.04
6/9/2016,2,7.73
6/9/2016,3,7.29
6/9/2016,4,4.55
6/9/2016,5,2.55
6/9/2016,6,6.28
6/9/2016,7,5.78
6/9/2016,8,9.93
6/10/2016,0,8.33
6/10/2016,1,9.78
6/10/2016,2,7.76
6/10/2016,3,7.74
6/10/2016,4,2.13
6/10/2016,5,6.66
6/10/2016,6,0.94
6/10/2016,7,6.22
6/10/2016,8,7.34
6/11/2016,0,7.86
6/11/2016,1,6.45
6/11/2016,2,7.93
6/11/2016,3,6.65
6/11/2016,4,4.47
6/11/2016,5,5.3
6/11/2016,6,0.73
6/11/2016,7,0.21
6/11/2016,8,8.06
6/12/2016,0,8.37
6/12/2016,1,5.11
6/12/2016,2,5.89
6/12/2016,3,2.63
6/12/2016,4,6.8
6/12/2016,5,2.82
6/12/2016,6,3.83
6/12/2016,7,2.82
6/12/2016,8,5.47
6/13/2016,0,1.44
6/13/2016,1,9.57
6/13/2016,2,9.8
6/13/2016,3,2.29
6/13/2016,4,5.93
6/13/2016,5,0.8
6/13/2016,6,4.87
6/13/2016,7,0.83
6/13/2016,8,1.67
6/14/2016,0,3.1
6/14/2016,1,1.03
6/14/2016,2,1.57
6/14/2016,3,2.76
6/14/2016,4,9.03
6/14/2016,5,4.3
6/14/2016,6,9.81
6/14/2016,7,5.97
6/14/2016,8,2.95
6/15/2016,0,0.01
6/15/2016,1,4.65
6/15/2016,2,3.02
6/15/2016,3,1.49
6/15/2016,4,3.88
6/15/2016,5,3.84
6/15/2016,6,3.79
6/15/2016,7,5.6
6/15/2016,8,4.37
6/16/2016,0,4.09
6/16/2016,1,8.45
6/16/2016,2,5.75
6/16/2016,3,0.34
6/16/2016,4,4.86
6/16/2016,5,9.33
6/16/2016,6,5.94
6/16/2016,7,7.99
6/16/2016,8,6.59
6/17/2016,0,2.17
6/17/2016,1,5.98
6/17/2016,2,1.77
6/17/2016,3,0.81
6/17/2016,4,2.11
6/17/2016,5,3.93
6/17/2016,6,6.72
6/17/2016,7,0.7
6/17/2016,8,1.87
6/18/2016,0,2.05
6/18/2016,1,3.94
6/18/2016,2,5.31
6/18/2016,3,8.32
6/18/2016,4,0.6
6/18/2016,5,6.49
6/18/2016,6,9.81
6/18/2016,7,8.93
6/18/2016,8,3.25
6/19/2016,0,0.55
6/19/2016,1,6.93
6/19/2016,2,1.39
6/19/2016,3,6.93
6/19/2016,4,5.24
6/19/2016,5,2.18
6/19/2016,6,8.13
6/19/2016,7,6.5
6/19/2016,8,5.33
6/20/2016,0,6.08
6/20/2016,1,2.52
6/20/2016,2,1.93
6/20/2016,3,2.65
6/20/2016,4,2.39
6/20/2016,5,4.85
6/20/2016,6,1.33
6/20/2016,7,5.98
6/20/2016,8,0.12
6/21/2016,0,4.54
6/21/2016,1,8.36
6/21/2016,2,4.01
6/21/2016,3,0.79
6/21/2016,4,9.51
6/21/2016,5,6.72
6/21/2016,6,2.8
6/21/2016,7,9.56
6/21/2016,8,4.88
6/22/2016,0,7.39
6/22/2016,1,7.4
6/22/2016,2,0.37
6/22/2016,3,1.17
6/22/2016,4,6.91
6/22/2016,5,7.12
6/22/2016,6,0.94
6/22/2016,7,6
6/22/2016,8,5.67
6/23/2016,0,5.29
6/23/2016,1,2.66
6/23/2016,2,4.98
6/23/2016,3,6.33
6/23/2016,4,7.23
6/23/2016,5,4.42
6/23/2016,6,4.08
6/23/2016,7,1.09
6/23/2016,8,4.84
6/24/2016,0,7.04
6/24/2016,1,0.49
6/24/2016,2,5.81
6/24/2016,3,2.04
6/24/2016,4,6.47
6/24/2016,5,9.3
6/24/2016,6,5.77
6/24/2016,7,3.13
6/24/2016,8,0.2
6/25/2016,0,0.33
6/25/2016,1,5.14
6/25/2016,2,5.17
6/25/2016,3,0.82
6/25/2016,4,3.57
6/25/2016,5,7.44
6/25/2016,6,6.36
6/25/2016,7,4.88
6/25/2016,8,1.51
6/26/2016,0,9.2
6/26/2016,1,4.6
6/26/2016,2,3.07
6/26/2016,3,3.91
6/26/2016,4,2.87
6/26/2016,5,4.41
6/26/2016,6,9.86
6/26/2016,7,3.67
6/26/2016,8,7.69
6/27/2016,0,5.65
6/27/2016,1,7.01
6/27/2016,2,2.47
6/27/2016,3,9.44
6/27/2016,4,4.77
6/27/2016,5,5.26
6/27/2016,6,1.63
6/27/2016,7,0.7
6/27/2016,8,7.46
6/28/2016,0,3.16
6/28/2016,1,6.36
6/28/2016,2,3.48
6/28/2016,3,2.22
6/28/2016,4,0.01
6/28/2016,5,1.52
6/28/2016,6,5.13
6/28/2016,7,5.59
6/28/2016,8,2.48
6/29/2016,0,3.17
6/29/2016,1,6.57
6/29/2016,2,3.25
6/29/2016,3,0.77
6/29/2016,4,2.77
6/29/2016,5,9.25
6/29/2016,6,6.12
6/29/2016,7,0.89
6/29/2016,8,0.57
6/30/2016,0,3.36
6/30/2016,1,6.65
6/30/2016,2,3.98
6/30/2016,3,0.43
6/30/2016,4,5.35
6/30/2016,5,8.76
6/30/2016,6,2.45
6/30/2016,7,0.67
6/30/2016,8,7.13
7/1/2016,0,4.2
7/1/2016,1,5.32
7/1/2016,2,4.97
7/1/2016,3,2.83
7/1/2016,4,9.19
7/1/2016,5,1.81
7/1/2016,6,2.53
7/1/2016,7,1.61
7/1/2016,8,7.93
7/2/2016,0,3.4
7/2/2016,1,9.02
7/2/2016,2,6.56
7/2/2016,3,3.51
7/2/2016,4,8.91
7/2/2016,5,8.72
7/2/2016,6,0.3
7/2/2016,7,2.92
7/2/2016,8,6.84
7/3/2016,0,3.21
7/3/2016,1,8.02
7/3/2016,2,9.7
7/3/2016,3,1.43
7/3/2016,4,4.11
7/3/2016,5,6.85
7/3/2016,6,6.98
7/3/2016,7,6.63
7/3/2016,8,5.63
7/4/2016,0,9.01
7/4/2016,1,4.04
7/4/2016,2,3
7/4/2016,3,7.74
7/4/2016,4,2.65
7/4/2016,5,1.3
7/4/2016,6,7.79
7/4/2016,7,2.06
7/4/2016,8,0.32
7/5/2016,0,2.59
7/5/2016,1,7.73
7/5/2016,2,1.23
7/5/2016,3,0.36
7/5/2016,4,8.36
7/5/2016,5,7.46
7/5/2016,6,6.39
7/5/2016,7,0.24
7/5/2016,8,0.33
7/6/2016,0,3.91
7/6/2016,1,9.38
7/6/2016,2,4.28
7/6/2016,3,6.24
7/6/2016,4,8.25
7/6/2016,5,3.47
7/6/2016,6,0.36
7/6/2016,7,3.37
7/6/2016,8,2.67
7/7/2016,0,1.28
7/7/2016,1,1.47
7/7/2016,2,0.55
7/7/2016,3,8.97
7/7/2016,4,8.85
7/7/2016,5,8.45
7/7/2016,6,1.69
7/7/2016,7,9.21
7/7/2016,8,2.98
7/8/2016,0,9.52
7/8/2016,1,8.08
7/8/2016,2,6.77
7/8/2016,3,2.48
7/8/2016,4,0.86
7/8/2016,5,2.83
7/8/2016,6,7.59
7/8/2016,7,4.71
7/8/2016,8,9.82
7/9/2016,0,8.64
7/9/2016,1,7.57
7/9/2016,2,6.08
7/9/2016,3,9.32
7/9/2016,4,8.99
7/9/2016,5,1.6
7/9/2016,6,8.73
7/9/2016,7,7.2
7/9/2016,8,3.82
7/10/2016,0,3.94
7/10/2016,1,5.99
7/10/2016,2,9.47
7/10/2016,3,2.95
7/10/2016,4,7.59
7/10/2016,5,6
7/10/2016,6,9.86
7/10/2016,7,4.43
7/10/2016,8,2.3
7/11/2016,0,6.35
7/11/2016,1,1.12
7/11/2016,2,0.42
7/11/2016,3,7.11
7/11/2016,4,2.54
7/11/2016,5,5.48
7/11/2016,6,0.27
7/11/2016,7,3.58
7/11/2016,8,9.5
7/12/2016,0,2.42
7/12/2016,1,8.91
7/12/2016,2,9.82
7/12/2016,3,8.78
7/12/2016,4,2.3
7/12/2016,5,8.88
7/12/2016,6,4.23
7/12/2016,7,3.23
7/12/2016,8,3.12
7/13/2016,0,6.04
7/13/2016,1,9.8
7/13/2016,2,7.73
7/13/2016,3,6.25
7/13/2016,4,2.1
7/13/2016,5,6.67
7/13/2016,6,6.91
7/13/2016,7,3.94
7/13/2016,8,2.24
7/14/2016,0,0.73
7/14/2016,1,0.29
7/14/2016,2,7.71
7/14/2016,3,1.94
7/14/2016,4,1.14
7/14/2016,5,1.22
7/14/2016,6,2.32
7/14/2016,7,5.78
7/14/2016,8,7.83
7/15/2016,0,8.49
7/15/2016,1,4.15
7/15/2016,2,9.71
7/15/2016,3,3
7/15/2016,4,8.27
7/15/2016,5,6.56
7/15/2016,6,0.09
7/15/2016,7,7.3
7/15/2016,8,0.04
7/16/2016,0,7.15
7/16/2016,1,4.78
7/16/2016,2,2.38
7/16/2016,3,1.96
7/16/2016,4,3.54
7/16/2016,5,6.23
7/16/2016,6,6.01
7/16/2016,7,0
7/16/2016,8,5.06
7/17/2016,0,2.03
7/17/2016,1,5.44
7/17/2016,2,0.54
7/17/2016,3,7.21
7/17/2016,4,5.67
7/17/2016,5,7.17
7/17/2016,6,7.78
7/17/2016,7,4.85
7/17/2016,8,9.37
7/18/2016,0,8.86
7/18/2016,1,5.85
7/18/2016,2,7.79
7/18/2016,3,0.99
7/18/2016,4,9.8
7/18/2016,5,0.46
7/18/2016,6,9.27
7/18/2016,7,9.22
7/18/2016,8,1.99
7/19/2016,0,6.45
7/19/2016,1,4.12
7/19/2016,2,4.81
7/19/2016,3,2.71
7/19/2016,4,5.65
7/19/2016,5,8.05
7/19/2016,6,0.54
7/19/2016,7,3.3
7/19/2016,8,4.21
7/20/2016,0,3.95
7/20/2016,1,9.61
7/20/2016,2,5.75
7/20/2016,3,9.72
7/20/2016,4,4.14
7/20/2016,5,0.19
7/20/2016,6,0.46
7/20/2016,7,6.24
7/20/2016,8,9.6
7/21/2016,0,3.59
7/21/2016,1,4.09
7/21/2016,2,9.7
7/21/2016,3,8.78
7/21/2016,4,5.26
7/21/2016,5,5.71
7/21/2016,6,7
7/21/2016,7,8.85
7/21/2016,8,0.29
7/22/2016,0,3.37
7/22/2016,1,9.77
7/22/2016,2,1.37
7/22/2016,3,0.05
7/22/2016,4,0.9
7/22/2016,5,7.47
7/22/2016,6,3.52
7/22/2016,7,2.21
7/22/2016,8,6.26
7/23/2016,0,5.53
7/23/2016,1,2.85
7/23/2016,2,4.46
7/23/2016,3,8.92
7/23/2016,4,0.98
7/23/2016,5,0.53
7/23/2016,6,1.07
7/23/2016,7,3.49
7/23/2016,8,1.97
7/24/2016,0,3.81
7/24/2016,1,2.44
7/24/2016,2,0.66
7/24/2016,3,7.87
7/24/2016,4,2.8
7/24/2016,5,9.91
7/24/2016,6,4.83
7/24/2016,7,3.35
7/24/2016,8,0.77
7/25/2016,0,2.15
7/25/2016,1,9.48
7/25/2016,2,3.39
7/25/2016,3,0.01
7/25/2016,4,4.76
7/25/2016,5,7.99
7/25/2016,6,6
7/25/2016,7,6.92
7/25/2016,8,1.71
7/26/2016,0,7.22
7/26/2016,1,6.11
7/26/2016,2,1.49
7/26/2016,3,6.04
7/26/2016,4,6.01
7/26/2016,5,7.12
7/26/2016,6,5.87
7/26/2016,7,6.93
7/26/2016,8,8.65
7/27/2016,0,6.18
7/27/2016,1,6.16
7/27/2016,2,2.43
7/27/2016,3,6.07
7/27/2016,4,5.61
7/27/2016,5,9.65
7/27/2016,6,0.05
7/27/2016,7,3.63
7/27/2016,8,5.69
7/28/2016,0,6.88
7/28/2016,1,2.32
7/28/2016,2,5.37
7/28/2016,3,3.11
7/28/2016,4,4.4
7/28/2016,5,0.9
7/28/2016,6,8.59
7/28/2016,7,5.69
7/28/2016,8,9.12
7/29/2016,0,0.62
7/29/2016,1,1.87
7/29/2016,2,6.13
7/29/2016,3,0.07
7/29/2016,4,4.41
7/29/2016,5,1.75
7/29/2016,6,6.74
7/29/2016,7,6.31
7/29/2016,8,1.13
7/30/2016,0,0.63
7/30/2016,1,2.6
7/30/2016,2,2.72
7/30/2016,3,0.94
7/30/2016,4,8.78
7/30/2016,5,2.88
7/30/2016,6,6.82
7/30/2016,7,7.06
7/30/2016,8,8.6
7/31/2016,0,8.65
7/31/2016,1,0.43
7/31/2016,2,8.38
7/31/2016,3,8.09
7/31/2016,4,0.84
7/31/2016,5,9.81
7/31/2016,6,5.02
7/31/2016,7,3.39
7/31/2016,8,3.9
8/1/2016,0,6.62
8/1/2016,1,7.4
8/1/2016,2,7.63
8/1/2016,3,9.08
8/1/2016,4,9.99
8/1/2016,5,0.12
8/1/2016,6,4.12
8/1/2016,7,6.13
8/1/2016,8,6.84
8/2/2016,0,3.92
8/2/2016,1,7.38
8/2/2016,2,3.94
8/2/2016,3,3.6
8/2/2016,4,2.33
8/2/2016,5,4.73
8/2/2016,6,8.63
8/2/2016,7,7.61
8/2/2016,8,5.11
8/3/2016,0,4.27
8/3/2016,1,2.17
8/3/2016,2,0.42
8/3/2016,3,6.89
8/3/2016,4,2.88
8/3/2016,5,6.07
8/3/2016,6,8.55
8/3/2016,7,7.97
8/3/2016,8,8.87
8/4/2016,0,2.18
8/4/2016,1,9.4
8/4/2016,2,3.9
8/4/2016,3,9.83
8/4/2016,4,7.19
8/4/2016,5,1.36
8/4/2016,6,1.86
8/4/2016,7,5.53
8/4/2016,8,8.36
8/5/2016,0,7.52
8/5/2016,1,4.81
8/5/2016,2,9.42
8/5/2016,3,5.11
8/5/2016,4,1.76
8/5/2016,5,8.97
8/5/2016,6,0.26
8/5/2016,7,5.74
8/5/2016,8,4.53
8/6/2016,0,5.99
8/6/2016,1,6.55
8/6/2016,2,8.6
8/6/2016,3,3.17
8/6/2016,4,9.19
8/6/2016,5,3.13
8/6/2016,6,4.4
8/6/2016,7,8.24
8/6/2016,8,2.06
8/7/2016,0,8.26
8/7/2016,1,0.23
8/7/2016,2,3.01
8/7/2016,3,8.23
8/7/2016,4,4.38
8/7/2016,5,5.77
8/7/2016,6,7.87
8/7/2016,7,4.25
8/7/2016,8,2.88
8/8/2016,0,9.47
8/8/2016,1,5.53
8/8/2016,2,0.59
8/8/2016,3,6.08
8/8/2016,4,5.4
8/8/2016,5,5.3
8/8/2016,6,1.42
8/8/2016,7,5.2
8/8/2016,8,1.87
8/9/2016,0,7.12
8/9/2016,1,1.17
8/9/2016,2,3.54
8/9/2016,3,9.23
8/9/2016,4,6.61
8/9/2016,5,3.9
8/9/2016,6,8.36
8/9/2016,7,7.35
8/9/2016,8,2.75
8/10/2016,0,2.09
8/10/2016,1,3.24
8/10/2016,2,3.01
8/10/2016,3,8.74
8/10/2016,4,2.95
8/10/2016,5,5.13
8/10/2016,6,3.68
8/10/2016,7,4.78
8/10/2016,8,3.54
8/11/2016,0,6.58
8/11/2016,1,6.8
8/11/2016,2,8.82
8/11/2016,3,0.97
8/11/2016,4,4.51
8/11/2016,5,3.24
8/11/2016,6,7.64
8/11/2016,7,0.24
8/11/2016,8,1.1
8/12/2016,0,9.27
8/12/2016,1,5.78
8/12/2016,2,0.15
8/12/2016,3,1.25
8/12/2016,4,4.08
8/12/2016,5,4.6
8/12/2016,6,7.37
8/12/2016,7,3.61
8/12/2016,8,8.78
8/13/2016,0,6.89
8/13/2016,1,9.75
8/13/2016,2,9.13
8/13/2016,3,8.42
8/13/2016,4,5.26
8/13/2016,5,2.42
8/13/2016,6,1.74
8/13/2016,7,0.83
8/13/2016,8,3.99
8/14/2016,0,4.8
8/14/2016,1,0.75
8/14/2016,2,4.58
8/14/2016,3,4.82
8/14/2016,4,1.94
8/14/2016,5,3.45
8/14/2016,6,3.98
8/14/2016,7,6.73
8/14/2016,8,1.28
8/15/2016,0,9.56
8/15/2016,1,0.51
8/15/2016,2,8.81
8/15/2016,3,4.61
8/15/2016,4,6
8/15/2016,5,8.76
8/15/2016,6,2.85
8/15/2016,7,5.51
8/15/2016,8,1.92
8/16/2016,0,9.84
8/16/2016,1,9.51
8/16/2016,2,4.56
8/16/2016,3,8.79
8/16/2016,4,6.67
8/16/2016,5,7.79
8/16/2016,6,8.07
8/16/2016,7,9.9
8/16/2016,8,3.77
8/17/2016,0,2.47
8/17/2016,1,1.46
8/17/2016,2,6.82
8/17/2016,3,8.85
8/17/2016,4,8.52
8/17/2016,5,4.75
8/17/2016,6,7.7
8/17/2016,7,4.51
8/17/2016,8,4.46
8/18/2016,0,6.23
8/18/2016,1,3.97
8/18/2016,2,6.47
8/18/2016,3,8.98
8/18/2016,4,9.89
8/18/2016,5,7.2
8/18/2016,6,8.74
8/18/2016,7,6.41
8/18/2016,8,3.85
8/19/2016,0,7.84
8/19/2016,1,7.41
8/19/2016,2,7.02
8/19/2016,3,9.68
8/19/2016,4,0.74
8/19/2016,5,1.81
8/19/2016,6,7.47
8/19/2016,7,7.26
8/19/2016,8,0.56
8/20/2016,0,6.31
8/20/2016,1,5.28
8/20/2016,2,5.71
8/20/2016,3,1.53
8/20/2016,4,6.03
8/20/2016,5,8.82
8/20/2016,6,8.71
8/20/2016,7,2.1
8/20/2016,8,7.56
8/21/2016,0,0.7
8/21/2016,1,1.46
8/21/2016,2,4.79
8/21/2016,3,8.87
8/21/2016,4,8.37
8/21/2016,5,7.64
8/21/2016,6,5.55
8/21/2016,7,3.33
8/21/2016,8,0.32
8/22/2016,0,6.77
8/22/2016,1,5.04
8/22/2016,2,9.42
8/22/2016,3,0.03
8/22/2016,4,6.31
8/22/2016,5,6
8/22/2016,6,1.09
8/22/2016,7,3
8/22/2016,8,8.3
8/23/2016,0,7.63
8/23/2016,1,3.83
8/23/2016,2,3.55
8/23/2016,3,7.43
8/23/2016,4,7.3
8/23/2016,5,7.88
8/23/2016,6,9.65
8/23/2016,7,5.79
8/23/2016,8,4.97
8/24/2016,0,3.23
8/24/2016,1,3.73
8/24/2016,2,9.91
8/24/2016,3,3.47
8/24/2016,4,0.73
8/24/2016,5,6.62
8/24/2016,6,7.13
8/24/2016,7,0.43
8/24/2016,8,9.71
8/25/2016,0,0
8/25/2016,1,1.94
8/25/2016,2,4.08
8/25/2016,3,5.42
8/25/2016,4,9.91
8/25/2016,5,7.3
8/25/2016,6,5.58
8/25/2016,7,8.93
8/25/2016,8,0.14
8/26/2016,0,2.75
8/26/2016,1,5.23
8/26/2016,2,8.03
8/26/2016,3,9.86
8/26/2016,4,8.83
8/26/2016,5,8.51
8/26/2016,6,0.01
8/26/2016,7,4.04
8/26/2016,8,6.85
8/27/2016,0,0.48
8/27/2016,1,6.52
8/27/2016,2,8.79
8/27/2016,3,4.12
