Month,Year,Precip
7,3/31/2014,2.61
8,3/31/2014,9.68
9,3/31/2014,8.41
10,3/31/2014,7.76
11,3/31/2014,6.52
0,4/1/2014,2.31
1,4/1/2014,6.78
2,4/1/2014,2.40
3,4/1/2014,0.58
4,4/1/2014,8.87
5,4/1/2014,1.47
6,4/1/2014,4.05
7,4/1/2014,3.51
8,4/1/2014,4.30
9,4/1/2014,3.03
10,4/1/2014,4.90
11,4/1/2014,5.17
0,4/2/2014,6.81
1,4/2/2014,2.94
2,4/2/2014,8.41
3,4/2/2014,9.53
4,4/2/2014,1.07
5,4/2/2014,2.48
6,4/2/2014,3.80
7,4/2/2014,4.95
8,4/2/2014,9.77
9,4/2/2014,6.68
10,4/2/2014,8.99
11,4/2/2014,5.96
0,4/3/2014,7.35
1,4/3/2014,8.87
2,4/3/2014,1.57
3,4/3/2014,2.48
4,4/3/2014,2.99
5,4/3/2014,1.72
6,4/3/2014,4.19
7,4/3/2014,2.02
8,4/3/2014,2.49
9,4/3/2014,2.14
10,4/3/2014,3.16
11,4/3/2014,8.12
0,4/4/2014,2.81
1,4/4/2014,3.37
2,4/4/2014,6.06
3,4/4/2014,3.57
4,4/4/2014,6.54
5,4/4/2014,4.96
6,4/4/2014,7.33
7,4/4/2014,9.73
8,4/4/2014,7.82
9,4/4/2014,2.50
10,4/4/2014,8.51
11,4/4/2014,4.96
0,4/5/2014,5.66
1,4/5/2014,2.37
2,4/5/2014,3.40
3,4/5/2014,3.04
4,4/5/2014,5.43
5,4/5/2014,3.30
6,4/5/2014,7.07
7,4/5/2014,9.78
8,4/5/2014,4.40
9,4/5/2014,5.81
10,4/5/2014,1.45
11,4/5/2014,9.93
0,4/6/2014,2.44
1,4/6/2014,2.31
2,4/6/2014,9.84
3,4/6/2014,8.99
4,4/6/2014,5.00
5,4/6/2014,6.04
6,4/6/2014,6.93
7,4/6/2014,4.26
8,4/6/2014,1.13
9,4/6/2014,4.19
10,4/6/2014,1.36
11,4/6/2014,7.58
0,4/7/2014,6.13
1,4/7/2014,1.25
2,4/7/2014,2.45
3,4/7/2014,7.60
4,4/7/2014,4.46
5,4/7/2014,2.01
6,4/7/2014,3.93
7,4/7/2014,3.02
8,4/7/2014,6.17
9,4/7/2014,9.53
10,4/7/2014,2.82
11,4/7/2014,9.47
0,4/8/2014,6.78
1,4/8/2014,2.41
2,4/8/2014,3.24
3,4/8/2014,1.63
4,4/8/2014,8.56
5,4/8/2014,7.48
6,4/8/2014,1.13
7,4/8/2014,9.39
8,4/8/2014,8.84
9,4/8/2014,8.50
10,4/8/2014,7.71
11,4/8/2014,1.21
0,4/9/2014,9.25
1,4/9/2014,8.76
2,4/9/2014,6.85
3,4/9/2014,0.46
4,4/9/2014,8.33
5,4/9/2014,5.82
6,4/9/2014,3.55
7,4/9/2014,1.08
8,4/9/2014,8.79
9,4/9/2014,9.41
10,4/9/2014,8.91
11,4/9/2014,6.61
0,4/10/2014,9.78
1,4/10/2014,9.32
2,4/10/2014,9.76
3,4/10/2014,2.89
4,4/10/2014,4.12
5,4/10/2014,9.01
6,4/10/2014,9.45
7,4/10/2014,8.45
8,4/10/2014,0.10
9,4/10/2014,1.54
10,4/10/2014,0.26
11,4/10/2014,8.10
0,4/11/2014,7.57
1,4/11/2014,9.20
2,4/11/2014,6.55
3,4/11/2014,4.64
4,4/11/2014,8.55
5,4/11/2014,4.95
6,4/11/2014,2.32
7,4/11/2014,0.85
8,4/11/2014,3.11
9,4/11/2014,3.64
10,4/11/2014,6.39
11,4/11/2014,8.86
0,4/12/2014,2.45
1,4/12/2014,3.83
2,4/12/2014,3.28
3,4/12/2014,6.96
4,4/12/2014,2.42
5,4/12/2014,6.24
6,4/12/2014,8.19
7,4/12/2014,4.29
8,4/12/2014,2.32
9,4/12/2014,3.46
10,4/12/2014,0.06
11,4/12/2014,2.65
0,4/13/2014,5.80
1,4/13/2014,6.42
2,4/13/2014,7.45
3,4/13/2014,0.52
4,4/13/2014,2.97
5,4/13/2014,7.00
6,4/13/2014,8.25
7,4/13/2014,8.92
8,4/13/2014,5.45
9,4/13/2014,3.30
10,4/13/2014,5.75
11,4/13/2014,0.08
0,4/14/2014,8.97
1,4/14/2014,2.92
2,4/14/2014,0.27
3,4/14/2014,0.14
4,4/14/2014,1.16
5,4/14/2014,2.75
6,4/14/2014,7.80
7,4/14/2014,4.23
8,4/14/2014,6.17
9,4/14/2014,8.33
10,4/14/2014,4.51
11,4/14/2014,7.68
0,4/15/2014,0.97
1,4/15/2014,4.00
2,4/15/2014,8.70
3,4/15/2014,0.39
4,4/15/2014,2.83
5,4/15/2014,6.11
6,4/15/2014,9.79
7,4/15/2014,2.20
8,4/15/2014,1.80
9,4/15/2014,4.74
10,4/15/2014,7.39
11,4/15/2014,5.78
0,4/16/2014,6.61
1,4/16/2014,6.04
2,4/16/2014,2.17
3,4/16/2014,0.51
4,4/16/2014,7.70
5,4/16/2014,6.60
6,4/16/2014,4.15
7,4/16/2014,4.60
8,4/16/2014,6.48
9,4/16/2014,2.99
10,4/16/2014,3.44
11,4/16/2014,5.51
0,4/17/2014,5.53
1,4/17/2014,4.87
2,4/17/2014,3.05
3,4/17/2014,8.40
4,4/17/2014,0.49
5,4/17/2014,7.34
6,4/17/2014,3.23
7,4/17/2014,0.10
8,4/17/2014,0.88
9,4/17/2014,9.07
10,4/17/2014,2.32
11,4/17/2014,2.02
0,4/18/2014,3.47
1,4/18/2014,5.58
2,4/18/2014,9.15
3,4/18/2014,8.66
4,4/18/2014,9.09
5,4/18/2014,3.67
6,4/18/2014,8.51
7,4/18/2014,9.57
8,4/18/2014,0.78
9,4/18/2014,1.44
10,4/18/2014,1.87
11,4/18/2014,1.99
0,4/19/2014,8.95
1,4/19/2014,0.36
2,4/19/2014,2.36
3,4/19/2014,7.91
4,4/19/2014,6.99
5,4/19/2014,0.36
6,4/19/2014,4.59
7,4/19/2014,4.24
8,4/19/2014,9.15
9,4/19/2014,6.05
10,4/19/2014,7.28
11,4/19/2014,7.27
0,4/20/2014,0.75
1,4/20/2014,2.67
2,4/20/2014,8.76
3,4/20/2014,2.73
4,4/20/2014,0.02
5,4/20/2014,3.15
6,4/20/2014,3.48
7,4/20/2014,1.21
8,4/20/2014,9.60
9,4/20/2014,3.34
10,4/20/2014,0.50
11,4/20/2014,4.26
0,4/21/2014,5.52
1,4/21/2014,1.42
2,4/21/2014,3.37
3,4/21/2014,0.68
4,4/21/2014,1.07
5,4/21/2014,8.62
6,4/21/2014,4.57
7,4/21/2014,3.70
8,4/21/2014,3.12
9,4/21/2014,2.67
10,4/21/2014,6.52
11,4/21/2014,9.38
0,4/22/2014,8.85
1,4/22/2014,2.52
2,4/22/2014,5.51
3,4/22/2014,3.60
4,4/22/2014,1.57
5,4/22/2014,2.70
6,4/22/2014,4.79
7,4/22/2014,0.22
8,4/22/2014,5.27
9,4/22/2014,8.29
10,4/22/2014,7.49
11,4/22/2014,5.52
0,4/23/2014,9.06
1,4/23/2014,6.96
2,4/23/2014,0.74
3,4/23/2014,5.00
4,4/23/2014,3.95
5,4/23/2014,2.99
6,4/23/2014,7.70
7,4/23/2014,6.74
8,4/23/2014,6.89
9,4/23/2014,9.00
10,4/23/2014,5.06
11,4/23/2014,2.09
0,4/24/2014,8.80
1,4/24/2014,5.30
2,4/24/2014,9.90
3,4/24/2014,8.25
4,4/24/2014,6.12
5,4/24/2014,3.38
6,4/24/2014,1.12
7,4/24/2014,9.38
8,4/24/2014,8.35
9,4/24/2014,9.54
10,4/24/2014,7.64
11,4/24/2014,2.54
0,4/25/2014,7.22
1,4/25/2014,7.15
2,4/25/2014,7.41
3,4/25/2014,2.14
4,4/25/2014,6.46
5,4/25/2014,1.17
6,4/25/2014,9.14
7,4/25/2014,2.12
8,4/25/2014,5.41
9,4/25/2014,6.38
10,4/25/2014,0.87
11,4/25/2014,8.05
0,4/26/2014,3.38
1,4/26/2014,1.77
2,4/26/2014,8.07
3,4/26/2014,2.27
4,4/26/2014,6.50
5,4/26/2014,7.03
6,4/26/2014,6.92
7,4/26/2014,4.19
8,4/26/2014,3.37
9,4/26/2014,3.58
10,4/26/2014,7.36
11,4/26/2014,4.03
0,4/27/2014,0.98
1,4/27/2014,1.59
2,4/27/2014,4.34
3,4/27/2014,3.12
4,4/27/2014,7.73
5,4/27/2014,6.81
6,4/27/2014,5.22
7,4/27/2014,5.79
8,4/27/2014,6.25
9,4/27/2014,5.66
10,4/27/2014,5.51
11,4/27/2014,7.82
0,4/28/2014,4.40
1,4/28/2014,4.70
2,4/28/2014,5.51
3,4/28/2014,4.65
4,4/28/2014,9.64
5,4/28/2014,1.16
6,4/28/2014,5.37
7,4/28/2014,7.69
8,4/28/2014,8.09
9,4/28/2014,4.52
10,4/28/2014,6.69
11,4/28/2014,0.83
0,4/29/2014,7.14
1,4/29/2014,5.07
2,4/29/2014,4.71
3,4/29/2014,0.45
4,4/29/2014,7.08
5,4/29/2014,4.57
6,4/29/2014,6.38
7,4/29/2014,1.22
8,4/29/2014,5.52
9,4/29/2014,5.49
10,4/29/2014,5.83
11,4/29/2014,6.98
0,4/30/2014,5.60
1,4/30/2014,0.27
2,4/30/2014,0.92
3,4/30/2014,0.54
4,4/30/2014,7.76
5,4/30/2014,9.02
6,4/30/2014,1.41
7,4/30/2014,8.96
8,4/30/2014,2.97
9,4/30/2014,4.50
10,4/30/2014,1.79
11,4/30/2014,1.00
0,5/1/2014,4.38
1,5/1/2014,6.10
2,5/1/2014,9.64
3,5/1/2014,1.55
4,5/1/2014,3.38
5,5/1/2014,0.22
6,5/1/2014,3.34
7,5/1/2014,4.10
8,5/1/2014,5.68
9,5/1/2014,3.41
10,5/1/2014,1.31
11,5/1/2014,5.66
0,5/2/2014,2.53
1,5/2/2014,5.52
2,5/2/2014,8.82
3,5/2/2014,0.36
4,5/2/2014,2.55
5,5/2/2014,4.89
6,5/2/2014,7.07
7,5/2/2014,7.33
8,5/2/2014,9.97
9,5/2/2014,4.17
10,5/2/2014,3.98
11,5/2/2014,5.58
0,5/3/2014,5.65
1,5/3/2014,5.58
2,5/3/2014,5.36
3,5/3/2014,3.65
4,5/3/2014,8.43
5,5/3/2014,6.85
6,5/3/2014,0.24
7,5/3/2014,4.59
8,5/3/2014,5.75
9,5/3/2014,4.71
10,5/3/2014,4.44
11,5/3/2014,7.62
0,5/4/2014,3.83
1,5/4/2014,0.95
2,5/4/2014,1.86
3,5/4/2014,5.90
4,5/4/2014,0.11
5,5/4/2014,7.35
6,5/4/2014,3.93
7,5/4/2014,6.65
8,5/4/2014,2.42
9,5/4/2014,9.43
10,5/4/2014,3.95
11,5/4/2014,3.33
0,5/5/2014,2.49
1,5/5/2014,6.09
2,5/5/2014,4.16
3,5/5/2014,1.93
4,5/5/2014,3.71
5,5/5/2014,1.32
6,5/5/2014,0.82
7,5/5/2014,2.98
8,5/5/2014,6.86
9,5/5/2014,6.83
10,5/5/2014,3.96
11,5/5/2014,8.25
0,5/6/2014,0.55
1,5/6/2014,9.50
2,5/6/2014,6.53
3,5/6/2014,6.65
4,5/6/2014,7.28
5,5/6/2014,5.42
6,5/6/2014,0.06
7,5/6/2014,6.83
8,5/6/2014,0.08
9,5/6/2014,3.41
10,5/6/2014,2.05
11,5/6/2014,5.06
0,5/7/2014,9.03
1,5/7/2014,4.07
2,5/7/2014,3.80
3,5/7/2014,5.49
4,5/7/2014,1.96
5,5/7/2014,7.16
6,5/7/2014,5.98
7,5/7/2014,6.88
8,5/7/2014,8.56
9,5/7/2014,9.30
10,5/7/2014,3.19
11,5/7/2014,3.68
0,5/8/2014,2.51
1,5/8/2014,5.78
2,5/8/2014,8.20
3,5/8/2014,2.18
4,5/8/2014,2.20
5,5/8/2014,5.44
6,5/8/2014,1.11
7,5/8/2014,1.96
8,5/8/2014,6.17
9,5/8/2014,5.08
10,5/8/2014,8.44
11,5/8/2014,0.99
0,5/9/2014,6.31
1,5/9/2014,0.25
2,5/9/2014,2.83
3,5/9/2014,8.19
4,5/9/2014,8.02
5,5/9/2014,2.89
6,5/9/2014,4.06
7,5/9/2014,0.81
8,5/9/2014,3.77
9,5/9/2014,1.88
10,5/9/2014,8.37
11,5/9/2014,5.21
0,5/10/2014,3.70
1,5/10/2014,2.08
2,5/10/2014,4.09
3,5/10/2014,8.71
4,5/10/2014,4.44
5,5/10/2014,8.64
6,5/10/2014,8.00
7,5/10/2014,7.05
8,5/10/2014,5.40
9,5/10/2014,8.19
10,5/10/2014,8.86
11,5/10/2014,6.69
0,5/11/2014,9.61
1,5/11/2014,5.83
2,5/11/2014,1.47
3,5/11/2014,3.69
4,5/11/2014,5.35
5,5/11/2014,6.96
6,5/11/2014,7.14
7,5/11/2014,1.28
8,5/11/2014,2.91
9,5/11/2014,6.00
10,5/11/2014,4.20
11,5/11/2014,6.31
0,5/12/2014,0.53
1,5/12/2014,9.76
2,5/12/2014,5.23
3,5/12/2014,0.73
4,5/12/2014,2.85
5,5/12/2014,2.05
6,5/12/2014,6.00
7,5/12/2014,7.99
8,5/12/2014,4.84
9,5/12/2014,7.16
10,5/12/2014,4.90
11,5/12/2014,5.90
0,5/13/2014,4.47
1,5/13/2014,4.51
2,5/13/2014,0.56
3,5/13/2014,6.84
4,5/13/2014,7.67
5,5/13/2014,3.44
6,5/13/2014,9.63
7,5/13/2014,3.23
8,5/13/2014,9.98
9,5/13/2014,7.19
10,5/13/2014,6.42
11,5/13/2014,1.58
0,5/14/2014,9.96
1,5/14/2014,7.61
2,5/14/2014,0.97
3,5/14/2014,0.81
4,5/14/2014,1.30
5,5/14/2014,7.89
6,5/14/2014,2.35
7,5/14/2014,1.53
8,5/14/2014,1.72
9,5/14/2014,8.52
10,5/14/2014,9.53
11,5/14/2014,1.10
0,5/15/2014,9.09
1,5/15/2014,3.12
2,5/15/2014,3.16
3,5/15/2014,5.91
4,5/15/2014,7.18
5,5/15/2014,4.58
6,5/15/2014,7.51
7,5/15/2014,6.04
8,5/15/2014,6.23
9,5/15/2014,8.52
10,5/15/2014,3.77
11,5/15/2014,9.56
0,5/16/2014,6.43
1,5/16/2014,0.96
2,5/16/2014,2.08
3,5/16/2014,3.37
4,5/16/2014,5.43
5,5/16/2014,9.10
6,5/16/2014,2.45
7,5/16/2014,4.94
8,5/16/2014,4.77
9,5/16/2014,9.49
10,5/16/2014,1.66
11,5/16/2014,4.81
0,5/17/2014,3.77
1,5/17/2014,5.82
2,5/17/2014,6.21
3,5/17/2014,2.49
4,5/17/2014,3.64
5,5/17/2014,9.20
6,5/17/2014,9.43
7,5/17/2014,9.80
8,5/17/2014,9.10
9,5/17/2014,7.69
10,5/17/2014,4.13
11,5/17/2014,4.13
0,5/18/2014,9.37
1,5/18/2014,7.89
2,5/18/2014,1.00
3,5/18/2014,0.66
4,5/18/2014,5.81
5,5/18/2014,0.98
6,5/18/2014,6.76
7,5/18/2014,7.27
8,5/18/2014,8.49
9,5/18/2014,7.44
10,5/18/2014,5.66
11,5/18/2014,7.69
0,5/19/2014,0.07
1,5/19/2014,9.53
2,5/19/2014,2.19
3,5/19/2014,8.74
4,5/19/2014,1.05
5,5/19/2014,8.38
6,5/19/2014,3.13
7,5/19/2014,5.16
8,5/19/2014,7.09
9,5/19/2014,2.96
10,5/19/2014,2.09
11,5/19/2014,1.22
0,5/20/2014,5.54
1,5/20/2014,1.46
2,5/20/2014,0.26
3,5/20/2014,1.77
4,5/20/2014,5.34
5,5/20/2014,1.76
6,5/20/2014,3.22
7,5/20/2014,6.64
8,5/20/2014,1.84
9,5/20/2014,6.60
10,5/20/2014,4.42
11,5/20/2014,1.34
0,5/21/2014,5.40
1,5/21/2014,0.77
2,5/21/2014,2.74
3,5/21/2014,3.89
4,5/21/2014,0.94
5,5/21/2014,2.07
6,5/21/2014,3.30
7,5/21/2014,2.42
8,5/21/2014,3.36
9,5/21/2014,5.42
10,5/21/2014,7.77
11,5/21/2014,0.52
0,5/22/2014,2.71
1,5/22/2014,9.29
2,5/22/2014,2.73
3,5/22/2014,7.73
4,5/22/2014,1.44
5,5/22/2014,7.02
6,5/22/2014,2.68
7,5/22/2014,0.77
8,5/22/2014,5.54
9,5/22/2014,0.99
10,5/22/2014,7.11
11,5/22/2014,6.85
0,5/23/2014,0.68
1,5/23/2014,6.48
2,5/23/2014,9.42
3,5/23/2014,4.44
4,5/23/2014,4.10
5,5/23/2014,3.31
6,5/23/2014,9.35
7,5/23/2014,8.16
8,5/23/2014,3.49
9,5/23/2014,7.81
10,5/23/2014,9.31
11,5/23/2014,4.05
0,5/24/2014,4.03
1,5/24/2014,4.33
2,5/24/2014,9.61
3,5/24/2014,8.61
4,5/24/2014,5.83
5,5/24/2014,5.74
6,5/24/2014,6.84
7,5/24/2014,9.90
8,5/24/2014,4.86
9,5/24/2014,4.80
10,5/24/2014,4.98
11,5/24/2014,2.10
0,5/25/2014,1.78
1,5/25/2014,3.86
2,5/25/2014,8.70
3,5/25/2014,5.21
4,5/25/2014,4.94
5,5/25/2014,8.57
6,5/25/2014,4.23
7,5/25/2014,0.18
8,5/25/2014,5.41
9,5/25/2014,2.51
10,5/25/2014,3.62
11,5/25/2014,6.24
0,5/26/2014,4.65
1,5/26/2014,3.30
2,5/26/2014,4.84
3,5/26/2014,0.78
4,5/26/2014,7.54
5,5/26/2014,7.96
6,5/26/2014,1.30
7,5/26/2014,4.47
8,5/26/2014,6.73
9,5/26/2014,4.16
10,5/26/2014,1.45
11,5/26/2014,3.75
0,5/27/2014,7.41
1,5/27/2014,7.04
2,5/27/2014,0.98
3,5/27/2014,0.52
4,5/27/2014,4.93
5,5/27/2014,5.96
6,5/27/2014,7.87
7,5/27/2014,3.88
8,5/27/2014,1.84
9,5/27/2014,3.71
10,5/27/2014,2.92
11,5/27/2014,2.29
0,5/28/2014,4.85
1,5/28/2014,1.53
2,5/28/2014,6.90
3,5/28/2014,5.15
4,5/28/2014,6.79
5,5/28/2014,6.81
6,5/28/2014,8.33
7,5/28/2014,1.74
8,5/28/2014,3.28
9,5/28/2014,6.72
10,5/28/2014,5.00
11,5/28/2014,1.95
0,5/29/2014,9.11
1,5/29/2014,0.49
2,5/29/2014,6.08
3,5/29/2014,7.70
4,5/29/2014,4.67
5,5/29/2014,4.77
6,5/29/2014,1.10
7,5/29/2014,5.96
8,5/29/2014,8.22
9,5/29/2014,1.51
10,5/29/2014,6.66
11,5/29/2014,4.52
0,5/30/2014,6.29
1,5/30/2014,5.62
2,5/30/2014,1.59
3,5/30/2014,9.46
4,5/30/2014,0.46
5,5/30/2014,9.84
6,5/30/2014,6.74
7,5/30/2014,8.53
8,5/30/2014,5.53
9,5/30/2014,7.75
10,5/30/2014,5.80
11,5/30/2014,8.76
0,5/31/2014,1.11
1,5/31/2014,1.93
2,5/31/2014,9.83
3,5/31/2014,7.25
4,5/31/2014,5.93
5,5/31/2014,3.11
6,5/31/2014,8.93
7,5/31/2014,3.52
8,5/31/2014,1.59
9,5/31/2014,7.98
10,5/31/2014,1.35
11,5/31/2014,8.58
0,6/1/2014,0.62
1,6/1/2014,7.85
2,6/1/2014,1.88
3,6/1/2014,0.59
4,6/1/2014,1.84
5,6/1/2014,7.53
6,6/1/2014,8.66
7,6/1/2014,9.50
8,6/1/2014,4.33
9,6/1/2014,4.34
10,6/1/2014,9.82
11,6/1/2014,3.28
0,6/2/2014,0.57
1,6/2/2014,9.76
2,6/2/2014,9.27
3,6/2/2014,6.74
4,6/2/2014,8.01
5,6/2/2014,2.17
6,6/2/2014,3.93
7,6/2/2014,9.52
8,6/2/2014,8.21
9,6/2/2014,7.85
10,6/2/2014,2.91
11,6/2/2014,3.99
0,6/3/2014,2.10
1,6/3/2014,8.60
2,6/3/2014,3.29
3,6/3/2014,4.97
4,6/3/2014,0.28
5,6/3/2014,8.77
6,6/3/2014,5.53
7,6/3/2014,2.96
8,6/3/2014,7.47
9,6/3/2014,1.32
10,6/3/2014,6.31
11,6/3/2014,9.43
0,6/4/2014,1.12
1,6/4/2014,2.72
2,6/4/2014,6.07
3,6/4/2014,7.94
4,6/4/2014,5.08
5,6/4/2014,8.72
6,6/4/2014,3.44
7,6/4/2014,7.63
8,6/4/2014,0.56
9,6/4/2014,8.86
10,6/4/2014,8.93
11,6/4/2014,6.18
0,6/5/2014,8.40
1,6/5/2014,5.75
2,6/5/2014,5.96
3,6/5/2014,7.89
4,6/5/2014,8.51
5,6/5/2014,6.25
6,6/5/2014,8.05
7,6/5/2014,8.76
8,6/5/2014,4.63
9,6/5/2014,5.51
10,6/5/2014,7.29
11,6/5/2014,4.47
0,6/6/2014,5.13
1,6/6/2014,1.86
2,6/6/2014,0.53
3,6/6/2014,9.14
4,6/6/2014,3.70
5,6/6/2014,9.58
6,6/6/2014,6.69
7,6/6/2014,2.30
8,6/6/2014,6.47
9,6/6/2014,9.54
10,6/6/2014,0.68
11,6/6/2014,9.24
0,6/7/2014,6.30
1,6/7/2014,2.30
2,6/7/2014,6.85
3,6/7/2014,4.92
4,6/7/2014,8.22
5,6/7/2014,6.63
6,6/7/2014,7.46
7,6/7/2014,5.12
8,6/7/2014,4.58
9,6/7/2014,7.01
10,6/7/2014,0.14
11,6/7/2014,9.12
0,6/8/2014,2.60
1,6/8/2014,7.33
2,6/8/2014,1.11
3,6/8/2014,7.13
4,6/8/2014,2.08
5,6/8/2014,4.45
6,6/8/2014,0.18
7,6/8/2014,2.35
8,6/8/2014,5.89
9,6/8/2014,4.40
10,6/8/2014,7.09
11,6/8/2014,1.63
0,6/9/2014,1.40
1,6/9/2014,6.25
2,6/9/2014,8.30
3,6/9/2014,1.26
4,6/9/2014,6.64
5,6/9/2014,3.29
6,6/9/2014,7.98
7,6/9/2014,4.12
8,6/9/2014,1.08
9,6/9/2014,8.92
10,6/9/2014,6.67
11,6/9/2014,2.43
0,6/10/2014,7.15
1,6/10/2014,5.35
2,6/10/2014,6.54
3,6/10/2014,5.92
4,6/10/2014,5.44
5,6/10/2014,5.99
6,6/10/2014,2.67
7,6/10/2014,8.70
8,6/10/2014,3.23
9,6/10/2014,9.15
10,6/10/2014,5.54
11,6/10/2014,9.21
0,6/11/2014,3.63
1,6/11/2014,8.93
2,6/11/2014,1.29
3,6/11/2014,7.16
4,6/11/2014,9.74
5,6/11/2014,1.56
6,6/11/2014,2.59
7,6/11/2014,7.53
8,6/11/2014,6.69
9,6/11/2014,9.42
10,6/11/2014,4.99
11,6/11/2014,7.20
0,6/12/2014,2.02
1,6/12/2014,2.68
2,6/12/2014,0.56
3,6/12/2014,1.60
4,6/12/2014,3.97
5,6/12/2014,8.57
6,6/12/2014,3.05
7,6/12/2014,9.60
8,6/12/2014,5.68
9,6/12/2014,1.21
10,6/12/2014,6.85
11,6/12/2014,2.63
0,6/13/2014,2.59
1,6/13/2014,0.76
2,6/13/2014,4.60
3,6/13/2014,0.23
4,6/13/2014,9.87
5,6/13/2014,9.37
6,6/13/2014,7.08
7,6/13/2014,7.83
8,6/13/2014,6.34
9,6/13/2014,2.53
10,6/13/2014,2.51
11,6/13/2014,4.20
0,6/14/2014,1.50
1,6/14/2014,9.01
2,6/14/2014,1.39
3,6/14/2014,5.37
4,6/14/2014,2.74
5,6/14/2014,9.38
6,6/14/2014,7.35
7,6/14/2014,9.03
8,6/14/2014,0.42
9,6/14/2014,2.93
10,6/14/2014,4.08
11,6/14/2014,8.49
0,6/15/2014,9.56
1,6/15/2014,5.80
2,6/15/2014,3.40
3,6/15/2014,7.83
4,6/15/2014,8.27
5,6/15/2014,8.06
6,6/15/2014,9.64
7,6/15/2014,1.07
8,6/15/2014,4.62
9,6/15/2014,6.40
10,6/15/2014,1.19
11,6/15/2014,5.85
0,6/16/2014,5.76
1,6/16/2014,9.62
2,6/16/2014,0.94
3,6/16/2014,9.24
4,6/16/2014,5.10
5,6/16/2014,8.47
6,6/16/2014,3.35
7,6/16/2014,6.52
8,6/16/2014,6.26
9,6/16/2014,7.82
10,6/16/2014,7.66
11,6/16/2014,6.40
0,6/17/2014,5.24
1,6/17/2014,8.87
2,6/17/2014,3.30
3,6/17/2014,5.34
4,6/17/2014,5.39
5,6/17/2014,1.28
6,6/17/2014,5.74
7,6/17/2014,1.30
8,6/17/2014,3.60
9,6/17/2014,0.53
10,6/17/2014,8.67
11,6/17/2014,2.73
0,6/18/2014,9.44
1,6/18/2014,3.56
2,6/18/2014,0.80
3,6/18/2014,1.42
4,6/18/2014,3.80
5,6/18/2014,6.49
6,6/18/2014,3.82
7,6/18/2014,9.12
8,6/18/2014,7.43
9,6/18/2014,2.26
10,6/18/2014,1.50
11,6/18/2014,6.35
0,6/19/2014,4.91
1,6/19/2014,1.75
2,6/19/2014,8.37
3,6/19/2014,8.46
4,6/19/2014,4.58
5,6/19/2014,1.91
6,6/19/2014,0.67
7,6/19/2014,8.51
8,6/19/2014,0.35
9,6/19/2014,5.84
10,6/19/2014,1.25
11,6/19/2014,8.50
0,6/20/2014,6.98
1,6/20/2014,5.04
2,6/20/2014,5.17
3,6/20/2014,0.77
4,6/20/2014,6.57
5,6/20/2014,1.50
6,6/20/2014,2.09
7,6/20/2014,8.88
8,6/20/2014,0.19
9,6/20/2014,7.86
10,6/20/2014,7.45
11,6/20/2014,3.31
0,6/21/2014,5.33
1,6/21/2014,7.16
2,6/21/2014,4.36
3,6/21/2014,0.41
4,6/21/2014,6.77
5,6/21/2014,9.72
6,6/21/2014,4.53
7,6/21/2014,4.43
8,6/21/2014,5.78
9,6/21/2014,3.76
10,6/21/2014,7.28
11,6/21/2014,1.69
0,6/22/2014,0.13
1,6/22/2014,7.95
2,6/22/2014,2.62
3,6/22/2014,2.48
4,6/22/2014,5.22
5,6/22/2014,8.68
6,6/22/2014,5.76
7,6/22/2014,1.37
8,6/22/2014,5.02
9,6/22/2014,2.20
10,6/22/2014,7.93
11,6/22/2014,8.76
0,6/23/2014,9.83
1,6/23/2014,2.05
2,6/23/2014,0.43
3,6/23/2014,7.14
4,6/23/2014,6.92
5,6/23/2014,4.79
6,6/23/2014,6.97
7,6/23/2014,3.42
8,6/23/2014,9.05
9,6/23/2014,3.49
10,6/23/2014,2.06
11,6/23/2014,4.82
0,6/24/2014,5.53
1,6/24/2014,6.29
2,6/24/2014,1.87
3,6/24/2014,9.32
4,6/24/2014,0.05
5,6/24/2014,9.42
6,6/24/2014,7.38
7,6/24/2014,3.69
8,6/24/2014,9.86
9,6/24/2014,7.85
10,6/24/2014,8.99
11,6/24/2014,0.89
0,6/25/2014,0.96
1,6/25/2014,3.95
2,6/25/2014,5.62
3,6/25/2014,6.40
4,6/25/2014,4.96
5,6/25/2014,4.44
6,6/25/2014,1.43
7,6/25/2014,7.77
8,6/25/2014,4.19
9,6/25/2014,8.55
10,6/25/2014,7.78
11,6/25/2014,4.40
0,6/26/2014,2.81
1,6/26/2014,5.55
2,6/26/2014,8.62
3,6/26/2014,5.54
4,6/26/2014,3.69
5,6/26/2014,8.59
6,6/26/2014,2.93
7,6/26/2014,2.58
8,6/26/2014,2.41
9,6/26/2014,2.43
10,6/26/2014,8.61
11,6/26/2014,8.17
0,6/27/2014,2.28
1,6/27/2014,6.78
2,6/27/2014,8.60
3,6/27/2014,8.85
4,6/27/2014,6.69
5,6/27/2014,3.64
6,6/27/2014,1.34
7,6/27/2014,9.40
8,6/27/2014,8.08
9,6/27/2014,6.65
10,6/27/2014,4.53
11,6/27/2014,7.31
0,6/28/2014,6.13
1,6/28/2014,2.71
2,6/28/2014,3.40
3,6/28/2014,2.87
4,6/28/2014,1.03
5,6/28/2014,1.26
6,6/28/2014,1.79
7,6/28/2014,5.88
8,6/28/2014,1.78
9,6/28/2014,4.86
10,6/28/2014,7.60
11,6/28/2014,3.18
0,6/29/2014,3.56
1,6/29/2014,5.05
2,6/29/2014,1.63
